"Grid","Sample_ID","LU_type","Species","Ecological grouping","Maturity","Abundance","Additional material","Total abundance per replicate","Comments","FID","OBJECTID","Unique_ID","Photo","NOTES","observed_o","user_login","positional","POINT_X","POINT_Y","Date","Time","MAT","MAP","Albedo","MAP_Seas","MAT_Seas","Crop","Dist_Urban","Forest_Con","NDVI","Forest_Dec","Pop_Dens","Elev","Slope","Aspect","Dist_River","SOC","pH","P","N","Clay_Silt"
"G34",346,"PAST",NA,NA,NA,NA,NA,NA,NA,90,90,"G34_PAST_346","https://static.inaturalist.org/photos/168954578/medium.jpeg"," ","2021-11-15 12:08:38","filipe70",3,-6.35368236025,41.42550977,"2021-11-15","12:08",12.9626999,779.6569824,1768.8800049,46.8914986,587.3369751,0.663941,631.867981,0,125.5029984,0,22.780899,699.4849854,249.951004,97.060997,2234.1999512,37.8053017,5.9322801,25.9680996,1.64248,58.1721001
"G34",345,"CROP",NA,NA,NA,NA,NA,NA,NA,91,91,"G34_CROP_345","https://static.inaturalist.org/photos/168954429/medium.jpeg"," ","2021-11-15 11:34:33","filipe70",3,-6.4157682601,41.4430902101,"2021-11-15","11:34",12.8783998,785.3319702,1739.4499512,47.3872986,582.822998,1,2680.7900391,0,122.7959976,0,1.34185,717.5089722,249.6410065,158.4450073,8049.9501953,40.3984985,6.0488701,22.2719002,1.3523,59.8261986
"G34",347,"URB",NA,NA,NA,NA,NA,NA,NA,92,92,"G34_URB_347","https://static.inaturalist.org/photos/168962153/medium.jpeg"," ","2021-11-15 13:54:13","filipe70",3,-6.4263292498,41.3952848204,"2021-11-15","13:54",12.9584999,792.6699829,1941.5699463,47.4873009,584.4790039,0.645837,631.867981,0,98.407402,0,436.822998,710.25,249.7160034,119.6620026,4624.2099609,45.1745987,6.4599099,24.7287998,1.36254,55.3263016
"G34",348,"PERM",NA,NA,NA,NA,NA,NA,NA,93,93,"G34_PERM_348","https://static.inaturalist.org/photos/168966323/medium.jpeg"," ","2021-11-15 14:31:04","filipe70",3,-6.44205398031,41.3300715704,"2021-11-15","14:31",13.7031002,738.3809814,1609.4000244,47.5999985,593.2089844,0.96483,2680.7900391,0,122.0899963,0,0.0318154,597.8430176,248.1190033,124.125,1582.7299805,44.1987,6.7610798,14.3537998,0.976487,43.1353989
"G34",349,"FOR",NA,NA,NA,NA,NA,NA,NA,94,94,"G34_FOR_349","https://static.inaturalist.org/photos/168978885/medium.jpeg"," ","2021-11-15 15:52:50","filipe70",3,-6.45135415017,41.31124265,"2021-11-15","15:52",14.2210999,695.3720093,1321.6800537,47.5999985,600.7650146,0.0089948,2527.4699707,0.110579,130.4259949,0.180114,0.034126,495.7399902,244.8090057,139.9830017,1125.8900146,43.2942009,6.2679801,10.6508999,1.26744,53.0363007
"G54",217,"FOR",NA,NA,NA,NA,NA,NA,NA,100,100,"G54_FOR_217","https://inaturalist-open-data.s3.amazonaws.com/photos/168060879/medium.jpeg"," ","2021-11-09 09:49:12","andrerp89",10,-7.1191670701,41.7880009298,"2021-11-09","09:49",12.5686998,1079.4200439,1471.4399414,49.0675011,549.0150146,0.643041,10592,0,139.8639984,0.16382,1.6224101,672.5419922,248.4129944,125.7630005,20580.0996094,49.5982018,5.5220599,17.8890991,1.28494,55.5391998
"G54",222,"PAST",NA,NA,NA,NA,NA,NA,NA,101,101,"G54_PAST_222","https://inaturalist-open-data.s3.amazonaws.com/photos/169073577/medium.jpeg"," ","2021-11-09 15:18:52","andrerp89",5,-7.06934863973,41.7059368101,"2021-11-09","15:18",12.9939003,1133.1800537,1392.8599854,48.0675011,557.9190063,0.76414,7204.3999023,0.231588,151.3339996,0,39.2886009,629.3969727,243.0780029,97.0192032,19688.0996094,43.7136002,5.6400299,14.6260004,1.86428,54.0192986
"G54",220,"CROP",NA,NA,NA,NA,NA,NA,NA,102,102,"G54_CROP_220","https://inaturalist-open-data.s3.amazonaws.com/photos/168074376/medium.jpeg"," ","2021-11-09 13:48:18","andrerp89",3,-7.06476514959,41.6805671097,"2021-11-09","13:48",13.0106001,1104.6099854,1804,47.6801987,561.065979,0.979306,5825.5400391,0,130.7299957,0,47.4133987,594.5050049,249.0319977,144.6799927,17236.4003906,45.0295982,5.9858899,40.5433006,1.22091,43.8003006
"G54",219,"URB",NA,NA,NA,NA,NA,NA,NA,103,103,"G54_URB_219","https://inaturalist-open-data.s3.amazonaws.com/photos/168064457/medium.jpeg","GPS ERROR","2021-11-09 12:32:44","andrerp89",2500,-7.01204540018,41.7416742,"2021-11-09","12:32",12.0574999,1348.2199707,1658.3199463,49.1801987,551.8300171,1,10421,0,135.9720001,0,100.927002,766.9580078,248.0180054,168.9490051,16384.9003906,46.1972008,5.66819,43.6528015,1.79203,56.9799004
"G54",221,"PERM",NA,NA,NA,NA,NA,NA,NA,104,104,"G54_PERM_221","https://inaturalist-open-data.s3.amazonaws.com/photos/168074437/medium.jpeg","GPS ERROR","2021-11-09 14:19:01","andrerp89",3099,-7.02749829981,41.7038706996,"2021-11-09","14:19",12.9031,1205.3299561,1491.7399902,48.2476997,561.1760254,0.993552,9990.7099609,0,134.5359955,0,113.4789963,614.2379761,247.822998,127.9639969,16704.9003906,46.264801,5.4172101,26.9083996,1.35364,50.0872002
"G54",218,"EXO",NA,NA,NA,NA,NA,NA,NA,105,105,"G54_EXO_218","https://inaturalist-open-data.s3.amazonaws.com/photos/168060992/medium.jpeg","GPS ERROR","2021-11-09 11:22:04","andrerp89",3200,-6.97410040041,41.7882457999,"2021-11-09","11:22",12.5286999,1337.9100342,1389.9100342,50.280201,557.6209717,0.672615,5825.5400391,0,166.6809998,0.327385,4.45612,679.3560181,238.8630066,126.3119965,13126,50.3732986,5.7233701,18.4752007,2.25207,53.1763
"G64",35,"FOR",NA,NA,NA,NA,NA,NA,NA,106,106,"G64_FOR_35","https://inaturalist-open-data.s3.amazonaws.com/photos/165945294/medium.jpeg"," ","2021-10-27 12:05:17","srcosta",10,-7.21594682878,41.8574251797,"2021-10-27","12:05",13.0560999,1166.5300293,1349.7099609,50.0325012,542.5750122,0.412691,5651.6000977,0,150.5440063,0,1.06818,584.6749878,240.8029938,98.987999,14419.4003906,48.1222,5.6985502,25.8922997,1.74251,58.7458
"G64",36,"PAST",NA,NA,NA,NA,NA,NA,NA,107,107,"G64_PAST_36","https://inaturalist-open-data.s3.amazonaws.com/photos/165945312/medium.jpeg"," ","2021-10-27 11:47:20","srcosta",7,-7.24250547615,41.8482063014,"2021-10-27","11:47",12.5569,1284.5699463,1373.6600342,49.8126984,536.9979858,0.436038,3159.3400879,0,153.5149994,0,1.3243001,658.507019,241.3639984,67.5056,12396.2998047,50.1763,5.2588,26.1480007,1.63302,55.1697006
"G64",37,"EXO",NA,NA,NA,NA,NA,NA,NA,108,108,"G64_EXO_37","https://inaturalist-open-data.s3.amazonaws.com/photos/165952485/medium.jpeg"," ","2021-10-27 12:18:29","srcosta",13,-7.25290330095,41.8527548897,"2021-10-27","12:18",12.1335001,1335.3699951,1519.7900391,49.7126999,532.822998,0.970525,3684.3898926,0,146.378006,0,8.3452902,738.8540039,247.2550049,88.3967972,11561.5,51.4770012,5.1919899,28.4407005,1.5969,50.9362984
"G53",215,"EXO",NA,NA,NA,NA,NA,NA,NA,112,112,"G53_EXO_215","https://inaturalist-open-data.s3.amazonaws.com/photos/168060125/medium.jpeg"," ","2021-11-09 07:49:31","andrerp89",3,-7.3056359997,41.8245369302,"2021-11-09","07:49",11.1996002,1356.2299805,1843.5799561,48.8927994,521.8619995,1,1787.1899414,0,137.4450073,0,100.8479996,874.4500122,249.3549957,117.5589981,6759.3598633,50.1125984,5.37183,44.3264999,2.6035299,53.1945
"G53",214,"URB",NA,NA,NA,NA,NA,NA,NA,113,113,"G53_URB_214","https://inaturalist-open-data.s3.amazonaws.com/photos/168060111/medium.jpeg"," ","2021-11-08 17:35:39","andrerp89",4,-7.26031015959,41.7947692401,"2021-11-08","17:35",11.8687,1200.1800537,1854.9599609,49.3801994,532.2849731,0.232522,3159.3400879,0,144.2050018,0,112.2799988,778.6500244,248.9190063,107.3079987,8865.5097656,47.5035019,5.2643399,36.4768982,1.59846,52.7391014
"G53",213,"PERM",NA,NA,NA,NA,NA,NA,NA,114,114,"G53_PERM_213","https://inaturalist-open-data.s3.amazonaws.com/photos/168060102/medium.jpeg","GPS ERROR","2021-11-08 17:14:23","andrerp89",3799,-7.25432870031,41.7671561997,"2021-11-08","17:14",12.5930004,1022.3699951,1774.6500244,49.2715988,541.210022,0.87667,1412.9000244,0,136.8880005,0,19.9382992,649.0620117,248.6560059,111.8069992,9723.0996094,45.9786987,5.2701898,34.8031998,1.66912,44.6799011
"G53",212,"PAST",NA,NA,NA,NA,NA,NA,NA,115,115,"G53_PAST_212","https://inaturalist-open-data.s3.amazonaws.com/photos/168060076/medium.jpeg"," ","2021-11-08 16:19:51","andrerp89",4,-7.33616690038,41.7432371902,"2021-11-08","16:19",11.8402996,1045.8399658,1793.2099609,48.1451988,525.8759766,0.449519,6318.6801758,0,144.9349976,0,40.7000008,776.4429932,249.2839966,108.2850037,5699.8901367,54.3143997,5.2909698,38.1029015,1.5116301,45.1557999
"G53",211,"FOR",NA,NA,NA,NA,NA,NA,NA,116,116,"G53_FOR_211","https://inaturalist-open-data.s3.amazonaws.com/photos/168059906/medium.jpeg"," ","2021-11-08 15:27:55","andrerp89",6,-7.38438080983,41.7164973403,"2021-11-08","15:27",12.1942997,1002.7700195,1324.5200195,48.2000008,526.6740112,0.481009,5961.0297852,0.0977902,167.2389984,0.017946,12.8246002,698.664978,245.9400024,113.6230011,7157.4501953,58.8107986,5.19099,18.0872002,1.47396,42.7696991
"G41",74,"FOR",NA,NA,NA,NA,NA,NA,NA,118,118,"G41_FOR_74","https://static.inaturalist.org/photos/168356352/medium.jpeg"," ","2021-11-11 12:07:38","carolina_duarte",9,-7.32552958972,41.57283322,"2021-11-11","12:07",14.5328999,711.125,1467.3499756,48.6873016,565.5869751,0.602515,3574.3898926,0.0843839,142.5709991,0,0.344334,302.0100098,245.3350067,122.4469986,23331.5,38.1507988,5.7519002,14.1732998,1.85785,51.7048988
"G43",424,"FOR",NA,NA,NA,NA,NA,NA,NA,119,119,"G43_FOR_424","https://static.inaturalist.org/photos/172370085/medium.jpeg"," ","2021-12-14 10:30:16","filipe70",4,-6.89879739019,41.6192690798,"2021-12-14","10:30",12.3067999,1115.6099854,1513.9399414,48.6127014,565.4160156,0.731837,8800.9003906,0,151.2339935,0,15.5503998,728.3530273,244.473999,140.2660065,3872.3000488,50.3153992,5.40031,21.8735008,1.97905,49.7416992
"G43",425,"CROP",NA,NA,NA,NA,NA,NA,NA,120,120,"G43_CROP_425","https://static.inaturalist.org/photos/172372706/medium.jpeg"," ","2021-12-14 11:30:54","filipe70",5,-6.7970701003,41.5688186104,"2021-12-14","11:30",12.8474998,827.5609741,1696.0600586,48.7999992,575.5469971,1,8846.1503906,0,131.7559967,0,1.00491,651.6129761,249.375,134.9250031,7565.5898438,40.9678001,5.8312302,10.9068003,1.13003,46.1119003
"G43",428,"PAST",NA,NA,NA,NA,NA,NA,NA,121,121,"G43_PAST_428","https://static.inaturalist.org/photos/172375047/medium.jpeg"," ","2021-12-14 12:50:07","filipe70",4,-6.87883191016,41.52965069,"2021-12-14","12:50",13.2740002,733.5800171,1577.9300537,48.6409988,578.1359863,0.785845,6805.4301758,0,135.2480011,0,0.0116638,561.4970093,247.9409943,154.4680023,3672.6000977,40.6730995,5.8161302,15.4621,1.6534899,44.382
"G43",427,"URB",NA,NA,NA,NA,NA,NA,NA,122,122,"G43_URB_427","https://static.inaturalist.org/photos/172374987/medium.jpeg"," ","2021-12-14 12:12:44","filipe70",5,-6.84291948974,41.5273119599,"2021-12-14","12:12",13.1417999,716.6309814,1596.0999756,48.7411003,577.8900146,0.972061,6716.8500977,0,133.598999,0,53.414299,594,249.2290039,154.0079956,5083.7099609,39.4967995,5.9596901,11.8762999,1.44683,49.3148994
"G43",426,"PERM",NA,NA,NA,NA,NA,NA,NA,123,123,"G43_PERM_426","https://static.inaturalist.org/photos/172372779/medium.jpeg"," ","2021-12-14 11:53:20","filipe70",4,-6.78305701977,41.5588782797,"2021-12-14","11:53",13.1149998,798.1480103,1699.6500244,48.7999992,579.5150146,1,7687.0097656,0,134.7870026,0,26.5077991,603.1459961,249.7109985,130.151001,8265.3798828,40.0999985,5.5935898,13.9064999,1.06153,43.6820984
"G42",421,"EXO",NA,NA,NA,NA,NA,NA,NA,124,124,"G42_EXO_421","https://static.inaturalist.org/photos/172294268/medium.jpeg"," ","2021-12-13 16:36:27","filipe70",3,-7.05590868993,41.6197635504,"2021-12-13","16:36",13.1317997,1022,1510.7199707,47.0675011,565.5689697,0.907849,7148.7700195,0,139.6649933,0,43.6766014,567.460022,247.5070038,117.2460022,12645.9003906,43.5724983,5.3183699,20.9713001,1.88064,49.5192986
"G42",420,"PERM",NA,NA,NA,NA,NA,NA,NA,125,125,"G42_PERM_420","https://static.inaturalist.org/photos/172290775/medium.jpeg"," ","2021-12-13 15:54:42","filipe70",3,-7.12810751025,41.5636888702,"2021-12-13","15:54",13.8919001,742.3499756,1658.5999756,46.9873009,572.2459717,1,8091.8598633,0,132.0249939,0,53.9398003,439.5950012,246.7380066,165.1269989,17689.5996094,40.2938004,5.84238,8.9350595,0.862221,39.5154991
"G42",423,"URB",NA,NA,NA,NA,NA,NA,NA,126,126,"G42_URB_423","https://static.inaturalist.org/photos/172308273/medium.jpeg"," ","2021-12-13 17:46:03","filipe70",0,-7.17535099995,41.4960269723,"2021-12-13","17:46",15.1134005,587.1929932,1703.1600342,48.0197983,584.96698,0.449161,0,0,110.3789978,0,1356.9499512,232.2189941,248.8300018,136.75,11290.5,38.6100006,6.1342101,14.1324997,1.3378,50.2085991
"G42",419,"PAST",NA,NA,NA,NA,NA,NA,NA,127,127,"G42_PAST_419","https://static.inaturalist.org/photos/172288597/medium.jpeg"," ","2021-12-13 15:26:40","filipe70",3,-7.11115139022,41.5212695203,"2021-12-13","15:26",14.7784004,725.6209717,1625.4899902,47.1198006,584.4089966,1,5210.5200195,0,129.5650024,0,22.1137009,285.7539978,247.951004,128.0850067,13992,38.7228012,5.9457202,16.7553997,1.45004,42.1502991
"G42",422,"CROP",NA,NA,NA,NA,NA,NA,NA,128,128,"G42_CROP_422","https://static.inaturalist.org/photos/172297614/medium.jpeg"," ","2021-12-13 17:15:42","filipe70",3,-7.05044857035,41.5295146397,"2021-12-13","17:15",13.6739998,885.0809937,1513.7900391,46.8409996,574.526001,0.541333,6443.8198242,0,143.5579987,0.24185,4.3426199,475.0679932,246.4629974,162.3029938,12507.2998047,40.1161995,5.7357998,12.7609997,2.02795,42.0565987
"G42",418,"FOR",NA,NA,NA,NA,NA,NA,NA,129,129,"G42_FOR_418","https://static.inaturalist.org/photos/172288565/medium.jpeg"," ","2021-12-13 15:07:57","filipe70",3,-7.08948484975,41.51209626,"2021-12-13","15:07",14.1662998,801.1929932,1361.7299805,46.9915009,578.0780029,0.390745,6950.5498047,0,157.4759979,0.609255,8.4437304,400.6849976,246.1699982,145.7369995,13755,40.3600006,5.6499801,9.67805,1.93262,46.8969002
"G32",341,"FOR",NA,NA,NA,NA,NA,NA,NA,133,133,"G32_FOR_341","https://static.inaturalist.org/photos/168089978/medium.jpeg"," ","2021-11-09 16:44:52","filipe70",4,-6.88183638864,41.377990049,"2021-11-09","16:44",14.0941,694.6380005,1436.6500244,48.7000008,589.3460083,0.367431,7815.7797852,0,148.3730011,0.0061995,0.048754,431.196991,246.598999,163.2709961,12708,42.6530991,5.74967,10.2517004,1.4030499,48.4877014
"G32",342,"EXO",NA,NA,NA,NA,NA,NA,NA,134,134,"G32_EXO_342","https://static.inaturalist.org/photos/168098778/medium.jpeg"," ","2021-11-09 17:32:00","filipe70",0,-6.89627997194,41.3601600002,"2021-11-09","17:32",14.4153004,674.8070068,1454.7900391,48.7000008,591.1599731,0.302783,5686.8100586,0,131.3769989,0,0,382.7139893,245.6439972,138.2339935,10896.0996094,40.8642998,5.8902602,13.3537998,1.57909,45.0093994
"G31",412,"PERM",NA,NA,NA,NA,NA,NA,NA,135,135,"G31_PERM_412","https://static.inaturalist.org/photos/172270681/medium.jpeg"," ","2021-12-13 10:26:23","filipe70",3,-7.13077697957,41.3204233099,"2021-12-13","10:26",13.9289999,628.4249878,1475.2299805,49.2324982,568.4089966,0.837499,1998.1400146,0.160654,131.4530029,0,41.3849983,430.1170044,246.3049927,106.939003,7600.2099609,41.4542007,6.1402102,11.7952995,1.58657,60.2675018
"G31",414,"PAST",NA,NA,NA,NA,NA,NA,NA,136,136,"G31_PAST_414","https://static.inaturalist.org/photos/172273524/medium.jpeg"," ","2021-12-13 11:33:20","filipe70",3,-7.08787811019,41.3860287398,"2021-12-13","11:33",13.1891003,664.65802,1646.6300049,48.2608986,563.4949951,0.990019,3791.2099609,0,128.9640045,0,40.3160019,578.6790161,248.7619934,157.6849976,5622.1298828,41.4188995,5.78684,18.1110992,0.962673,36.4026985
"G31",416,"URB",NA,NA,NA,NA,NA,NA,NA,137,137,"G31_URB_416","https://static.inaturalist.org/photos/172282792/medium.jpeg"," ","2021-12-13 12:34:47","filipe70",3,-7.10922721966,41.4159705702,"2021-12-13","12:34",14.3723001,659.7930298,1474.7700195,47.8609009,579.072998,0.940122,5825.5400391,0,132.0709991,0,32.4870987,360.9979858,246.8959961,146.4929962,4274.4902344,38.862999,5.8600798,10.2039003,0.92937,46.8209
"G31",415,"EXO",NA,NA,NA,NA,NA,NA,NA,138,138,"G31_EXO_415","https://static.inaturalist.org/photos/172276700/medium.jpeg"," ","2021-12-13 11:55:41","filipe70",4,-7.04970517995,41.3971714497,"2021-12-13","11:55",14.1381998,674.1359863,1489.5,48.0365982,579.1420288,0.30409,631.867981,0,149.0509949,0.38003,1.03962,415.8680115,244.003006,112.5690002,8178.3500977,43.3650017,5.9624,10.1603003,1.73373,56.7571983
"G31",417,"FOR",NA,NA,NA,NA,NA,NA,NA,139,139,"G31_FOR_417","https://static.inaturalist.org/photos/172282989/medium.jpeg"," ","2021-12-13 14:17:42","filipe70",5,-7.17198305957,41.4429665597,"2021-12-13","14:17",15.0613003,609.2459717,1392.8699951,48.0284004,583.5819702,0.183032,3791.2099609,0,138.1119995,0.0625592,0,247.8430023,246.9470062,132.776001,5402.1298828,40.3400002,5.8013701,8.3867102,1.67969,58.4314995
"G30",429,"PERM",NA,NA,NA,NA,NA,NA,NA,140,140,"G30_PERM_429","https://static.inaturalist.org/photos/172390962/medium.jpeg"," ","2021-12-14 16:25:04","filipe70",4,-7.40552955035,41.3867886301,"2021-12-14","16:25",14.1729002,675.4260254,1507.7399902,49.3522987,553.0789795,1,4045.9299316,0,120.9039993,0,1.28663,376.3200073,246.4290009,159.1900024,10455.7998047,40.9604988,6.0317502,22.4855995,1.44201,58.6862984
"G30",433,"CROP",NA,NA,NA,NA,NA,NA,NA,141,141,"G30_CROP_433","https://static.inaturalist.org/photos/172398076/medium.jpeg"," ","2021-12-14 18:16:54","filipe70",3,-7.28610549028,41.3501309496,"2021-12-14","18:16",14.8561001,605.9970093,1434.4599609,48.9365997,570.0029907,0.598625,6223.1801758,0.0098657,133.9329987,0,11.5262003,269.0299988,245.0789948,118.6780014,12177.7001953,36.8191986,5.7996502,14.2987003,1.57988,48.4742012
"G30",432,"PAST",NA,NA,NA,NA,NA,NA,NA,142,142,"G30_PAST_432","https://static.inaturalist.org/photos/172395010/medium.jpeg"," ","2021-12-14 17:45:20","filipe70",3,-7.26368251024,41.3757996198,"2021-12-14","17:45",14.5714998,621.1599731,1405.3800049,48.6409988,569.9229736,0.548386,8238.5498047,0,127.6660004,0,0,316.1040039,246.1320038,118.2409973,9097.7402344,38.5186996,5.78332,11.3167,1.54583,49.0143013
"G30",434,"URB",NA,NA,NA,NA,NA,NA,NA,143,143,"G30_URB_434","https://static.inaturalist.org/photos/172399634/medium.jpeg"," ","2021-12-14 18:37:19","filipe70",3,-7.31461092975,41.4096634601,"2021-12-14","18:37",13.3977003,709.1610107,1735.0100098,48.2324982,552.71698,1,7148.7700195,0,112.7020035,0,150.3269958,506.7430115,248.1840057,151.4539948,13283.7998047,44.8960991,5.87287,13.5029001,0.610479,45.8614998
"G30",431,"EXO",NA,NA,NA,NA,NA,NA,NA,144,144,"G30_EXO_431","https://static.inaturalist.org/photos/172392356/medium.jpeg"," ","2021-12-14 17:11:41","filipe70",3,-7.2953446996,41.3887825898,"2021-12-14","17:11",13.7707005,674.6569824,1558.6899414,48.5325012,556.8809814,0.394914,8477.4003906,0,122.5039978,0,5.6669402,437.75,244.2559967,124.4810028,11952.2998047,37.9873009,5.7039399,11.4956999,1.05082,46.5354004
"G30",430,"FOR",NA,NA,NA,NA,NA,NA,NA,145,145,"G30_FOR_430","https://static.inaturalist.org/photos/172391017/medium.jpeg"," ","2021-12-14 16:53:04","filipe70",3,-7.32878766982,41.3825465604,"2021-12-14","16:53",13.9919004,629.6489868,1330.1300049,48.5325012,557.7910156,0.141878,7608.7001953,0,139.8659973,0.368444,1.6538399,425.3720093,245.2550049,142.6750031,14361.9003906,39.4599991,5.7010198,8.4500999,1.5592901,47.5499001
"G41",73,"URB",NA,NA,NA,NA,NA,NA,NA,146,146,"G41_URB_73","https://static.inaturalist.org/photos/168350691/medium.jpeg"," ","2021-11-11 10:44:41","carolina_duarte",6,-7.31643441042,41.6102230296,"2021-11-11","10:44",13.6952,759.6190186,1788.1500244,48.4000015,553.559021,0.646354,631.867981,0,112.5849991,0.106086,423.0880127,463.5010071,249.0160065,143.7120056,20257.6992188,37.8499985,6.08887,38.7294998,1.17238,47.8060989
"G41",77,"PAST",NA,NA,NA,NA,NA,NA,NA,147,147,"G41_PAST_77","https://static.inaturalist.org/photos/168369849/medium.jpeg"," ","2021-11-11 14:47:36","carolina_duarte",6,-7.28731359994,41.5348912797,"2021-11-11","14:47",14.4584999,656.4530029,1636.5799561,48.8198013,569.1879883,1,7582.4199219,0,115.8290024,0,0.50394,324.303009,248.6519928,110.5469971,19197.3007813,39.4877014,5.8491201,13.3297997,1.00353,50.5172005
"G41",75,"PERM",NA,NA,NA,NA,NA,NA,NA,148,148,"G41_PERM_75","https://static.inaturalist.org/photos/168359106/medium.jpeg"," ","2021-11-11 12:47:39","carolina_duarte",7,-7.32870577035,41.5526730304,"2021-11-11","12:47",14.2585001,709.8610229,1654.4100342,48.9197998,562.1400146,0.978491,5961.0297852,0,121.9710007,0,0.64699,357.3970032,248.2619934,92.7960968,22726.5996094,39.4519997,5.75494,13.2508001,1.05995,49.2952003
"G41",78,"EXO",NA,NA,NA,NA,NA,NA,NA,149,149,"G41_EXO_78","https://static.inaturalist.org/photos/168376246/medium.jpeg"," ","2021-11-11 15:53:02","carolina_duarte",10,-7.42979490041,41.5010335404,"2021-11-11","15:53",12.3701,950.5170288,1359.1199951,49.1873016,530.7310181,0.871243,7204.3999023,0,140.9060059,0,0.163599,669.6439819,243.0919952,113.4329987,18335.0996094,48.6081009,4.9330401,27.6369991,0.982789,47.3787994
"G63",252,"FOR",NA,NA,NA,NA,NA,NA,NA,150,150,"G63_FOR_252","https://inaturalist-open-data.s3.amazonaws.com/photos/171558399/medium.jpeg"," ","2021-12-06 11:26:41","andrerp89",9,-7.50775306995,41.84431388,"2021-12-06","11:26",12.4879999,1260.1600342,1390.5899658,50.5675011,510.9410095,0.137068,4812.1601563,0,159.5310059,0.047448,6.3025699,660.7199707,245.9929962,111.0530014,2268.7199707,68.8432007,5.1216202,18.4148998,1.14283,45.7533989
"G63",253,"PERM",NA,NA,NA,NA,NA,NA,NA,151,151,"G63_PERM_253","https://inaturalist-open-data.s3.amazonaws.com/photos/171558474/medium.jpeg"," ","2021-12-06 14:55:41","andrerp89",4,-7.61338952031,41.8642258899,"2021-12-06","14:55",11.8998003,1217.75,1422.5999756,50.9915009,495.5480042,0.996908,1412.9000244,0,155.7689972,0,0.106543,735.7470093,247.8430023,130.6940002,10989.4003906,65.2080994,4.9362202,33.1082001,1.8143899,37.9818993
"G63",254,"URB",NA,NA,NA,NA,NA,NA,NA,152,152,"G63_URB_254","https://inaturalist-open-data.s3.amazonaws.com/photos/171562502/medium.jpeg"," ","2021-12-06 15:46:21","andrerp89",3,-7.63510978988,41.8559638704,"2021-12-06","15:46",11.6997995,1276.75,1503.6500244,51.2284012,492.4750061,0.292876,893.5960083,0,139.2669983,0,87.4134979,766.7620239,247.2460022,84.9688034,12525.4003906,71.9737015,5.29808,30.2460995,1.22346,32.9524994
"G63",255,"PAST",NA,NA,NA,NA,NA,NA,NA,153,153,"G63_PAST_255","https://inaturalist-open-data.s3.amazonaws.com/photos/171567078/medium.jpeg"," ","2021-12-06 16:39:33","andrerp89",5,-7.67813706987,41.8755307098,"2021-12-06","16:39",11.0334997,1471.0400391,1623.7700195,51.2284012,484.9960022,0.804729,4467.9799805,0,149.1109924,0,1.2747,866.1680298,248.298996,84.300499,14029.5996094,70.6043015,4.9011002,33.837101,1.85149,29.1846008
"G52",390,"URB",NA,NA,NA,NA,NA,NA,NA,154,154,"G52_URB_390","https://static.inaturalist.org/photos/170880759/medium.jpeg"," ","2021-11-29 12:35:45","filipe70",3,-7.64510191972,41.7123418204,"2021-11-29","12:35",12.5025997,1298.8000488,1630.6500244,50.5872993,503.9400024,0.033054,0,0,134.0160065,0,114.3040009,643.822998,245.6759949,90.0404968,10106.2001953,65.7559967,5.37679,35.4930992,1.68197,37.5200005
"G52",391,"CROP",NA,NA,NA,NA,NA,NA,NA,155,155,"G52_CROP_391","https://static.inaturalist.org/photos/170880806/medium.jpeg"," ","2021-11-29 13:56:11","filipe70",4,-7.56015065973,41.7600238097,"2021-11-29","13:56",12.8746004,1169.8800049,1591.8699951,49.5872993,512.4329834,0.679253,5435.5297852,0,150.1340027,0,104.7529984,580.5020142,248.095993,126.8450012,4611.0297852,44.6594009,5.3927202,30.0275002,1.8757401,40.8149986
"G52",392,"PERM",NA,NA,NA,NA,NA,NA,NA,156,156,"G52_PERM_392","https://static.inaturalist.org/photos/170880890/medium.jpeg"," ","2021-11-29 14:27:03","filipe70",4,-7.51374291001,41.72421342,"2021-11-29","14:27",13.6948996,1015.2199707,1521.4300537,49.1590004,527.0960083,0.460703,2278.2299805,0.511258,149.9850006,0,21.7847004,437.5239868,248.5330048,143.4980011,1316.6899414,46.8608017,5.2084398,24.6602001,1.67182,50.5297012
"G52",388,"PAST",NA,NA,NA,NA,NA,NA,NA,157,157,"G52_PAST_388","https://static.inaturalist.org/photos/170880589/medium.jpeg"," ","2021-11-29 11:18:47","filipe70",4,-7.62767850026,41.8112118401,"2021-11-29","11:18",10.5585003,1402.1400146,1511.4899902,50.8548012,487.9169922,0.632243,4467.9799805,0,150.8860016,0,0,965.8889771,249.1410065,130.7019958,11544.5,63.6296997,5.05899,31.0690994,2.01404,37.7901993
"G52",393,"FOR",NA,NA,NA,NA,NA,NA,NA,158,158,"G52_FOR_393","https://static.inaturalist.org/photos/170881158/medium.jpeg"," ","2021-11-29 14:47:54","filipe70",4,-7.50854484027,41.6912964102,"2021-11-29","14:47",13.2777996,1035.9899902,1396.0200195,48.9958992,526.0759888,0.904181,4467.9799805,0.0958194,161.7480011,0,6.9774799,508.8210144,248.7850037,110.0790024,4573.9199219,55.1279984,4.9802599,24.4269009,1.44572,44.4081993
