ID,OriginalSpeciesBinomial,SpeciesBinomial,Genus,Family,Ecological_group,Abundance,Abundance_Unit
230_Falco2015_FalcoWorms_Ng_4,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_112,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_14,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_97,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_132,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Cg_120,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_2,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,5,Number of individuals
230_Falco2015_FalcoWorms_Cg_109,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_115,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ag_133,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ng_133,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_104,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_51,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,9,Number of individuals
230_Falco2015_FalcoWorms_Ag_111,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_13,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_118,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ag_117,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_131,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,10,Number of individuals
230_Falco2015_FalcoWorms_Ag_4,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ag_1,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_113,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,12,Number of individuals
230_Falco2015_FalcoWorms_Ag_119,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ag_126,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,11,Number of individuals
230_Falco2015_FalcoWorms_Ng_18,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_122,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_59,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_107,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_116,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,5,Number of individuals
230_Falco2015_FalcoWorms_Ag_124,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,7,Number of individuals
230_Falco2015_FalcoWorms_Ag_128,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ag_92,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_3,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Cg_124,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_11,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_91,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Cg_125,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_58,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_59,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_114,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_7,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_6,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_53,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ag_9,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_60,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_97,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_94,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ng_50,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_28,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ag_8,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_18,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_2,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_65,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Cg_83,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_135,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_19,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_106,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_120,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_102,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_22,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_131,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_135,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,11,Number of individuals
230_Falco2015_FalcoWorms_Ng_104,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_149,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_98,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,11,Number of individuals
230_Falco2015_FalcoWorms_Ag_2,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_30,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_93,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_103,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,5,Number of individuals
230_Falco2015_FalcoWorms_Cg_127,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,8,Number of individuals
230_Falco2015_FalcoWorms_Ng_148,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Cg_73,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_146,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Cg_100,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_128,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,5,Number of individuals
230_Falco2015_FalcoWorms_Ag_130,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Cg_75,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_41,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_90,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_109,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_86,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Cg_113,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_44,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_9,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_71,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_115,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_56,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_6,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Cg_150,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_24,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_69,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_72,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Cg_130,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Cg_126,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_124,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ag_3,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_98,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_6,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_60,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_75,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_88,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_143,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_68,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ng_32,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_54,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,5,Number of individuals
230_Falco2015_FalcoWorms_Ag_62,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ag_70,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_71,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,5,Number of individuals
230_Falco2015_FalcoWorms_Ag_74,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ag_57,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_55,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_53,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_59,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_89,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_14,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_11,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_38,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_35,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_2,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_55,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_56,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Number of individuals
230_Falco2015_FalcoWorms_Ag_44,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Number of individuals
230_Falco2015_FalcoWorms_Ag_51,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,5,Number of individuals
230_Falco2015_FalcoWorms_Ng_72,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,11,Number of individuals
230_Falco2015_FalcoWorms_Ag_73,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_50,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_60,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_66,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Number of individuals
230_Falco2015_FalcoWorms_Ng_59,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_53,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_22,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_43,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_148,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_45,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_21,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ag_135,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_24,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_117,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ng_150,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_126,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_120,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_12,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Cg_106,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_116,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ng_25,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_23,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ng_134,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_120,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_10,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ng_147,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_119,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,7,Number of individuals
230_Falco2015_FalcoWorms_Ng_73,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_130,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ng_132,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_26,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_75,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_111,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,6,Number of individuals
230_Falco2015_FalcoWorms_Ag_11,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_69,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_99,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_1,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_127,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ng_8,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,5,Number of individuals
230_Falco2015_FalcoWorms_Ng_51,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_7,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_66,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_129,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,3,Number of individuals
230_Falco2015_FalcoWorms_Ag_116,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_58,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_4,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_67,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Cg_127,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_41,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_5,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_36,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ng_90,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,4,Number of individuals
230_Falco2015_FalcoWorms_Ag_131,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_9,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,2,Number of individuals
230_Falco2015_FalcoWorms_Ng_54,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ag_9,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_88,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_49,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
230_Falco2015_FalcoWorms_Ng_14,Microscolex dubius,Microscolex dubius,Microscolex,Acanthodrilidae,Epi-Endogeic,1,Number of individuals
