"ID","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Longitude","Latitude"
20328,102,77,37,4598,217,11,206,54,147,162,45,773,86,44,22,252,150,154,225,-1.626603,50.92578
20329,103,77,38,4513,216,14,202,57,146,162,48,791,88,44,23,260,150,152,233,-1.626713,50.80526
20330,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.851476,52.4313
20331,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.735983,52.52547
20332,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.081244,52.33965
20333,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.786348,52.54359
20334,94,76,37,4585,207,3,204,46,57,153,37,639,63,41,11,175,135,168,159,-1.671622,52.28387
20335,94,76,37,4585,207,3,204,46,57,153,37,639,63,41,11,175,135,168,159,-1.673141,52.30864
20336,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.890787,52.43477
20337,94,76,37,4585,207,3,204,46,57,153,37,639,63,41,11,175,135,168,159,-1.823827,52.27651
20338,94,75,36,4694,209,1,208,45,58,155,35,618,60,38,11,169,129,161,151,-1.488427,52.20494
20339,94,76,37,4585,207,3,204,46,57,153,37,639,63,41,11,175,135,168,159,-1.817463,52.31659
20340,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.658826,52.66642
20341,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.890787,52.43477
20342,103,77,38,4513,216,14,202,57,146,162,48,791,88,44,23,260,150,152,233,-1.629629,50.79538
20343,98,78,37,4555,214,8,206,52,143,158,43,785,89,44,22,256,153,156,231,-1.668585,50.90248
20344,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20345,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20346,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20347,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20348,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20349,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20350,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20351,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20352,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20353,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20354,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20355,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20356,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20357,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20358,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20359,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20360,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20361,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20362,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20363,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20364,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20365,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20366,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20367,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20368,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20369,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20370,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20371,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20372,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20373,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20374,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20375,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20376,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20377,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20378,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20379,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.41564,57.74636
20380,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20381,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20382,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20383,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20384,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20385,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20386,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20387,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20388,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20389,51,71,22,8515,215,-96,311,146,-15,160,-58,633,79,29,31,223,96,215,114,26.49492,57.75089
20390,50,72,23,8584,215,-98,313,145,-55,159,-60,628,79,28,31,223,95,217,111,26.53378,57.73472
20391,54,66,21,8306,212,-90,302,65,-16,161,-50,653,76,30,29,218,103,188,134,25.10953,58.44167
20392,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.067868,52.43565
20393,88,69,34,4633,195,-3,198,38,54,148,29,691,67,44,12,193,141,175,170,-2.659536,52.67237
20394,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.154931,52.38988
20395,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.067868,52.43565
20396,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.891379,52.43711
20397,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.980024,52.45439
20398,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.934172,52.37385
20399,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.021876,52.35514
20400,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.847082,52.42844
20401,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.731075,52.52811
20402,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.659401,52.66338
20403,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.806416,52.61752
20404,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.687419,52.56433
20405,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20406,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.687419,52.56433
20407,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.820681,52.59045
20408,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.659401,52.66338
20409,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.731075,52.52811
20410,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.65859,52.60945
20411,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.846565,52.40148
20412,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.934172,52.37385
20413,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.934172,52.37385
20414,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.847082,52.42844
20415,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.806416,52.61752
20416,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20417,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.65859,52.60945
20418,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.127153,52.45308
20419,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.846565,52.40148
20420,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.097728,52.45335
20421,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.0393,52.47186
20422,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.036346,52.34602
20423,88,69,34,4633,195,-3,198,38,54,148,29,691,67,44,12,193,141,175,170,-2.659536,52.67237
20424,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.731075,52.52811
20425,88,69,34,4633,195,-3,198,38,54,148,29,691,67,44,12,193,141,175,170,-2.659536,52.67237
20426,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.65859,52.60945
20427,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.820681,52.59045
20428,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20429,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.820681,52.59045
20430,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.980024,52.45439
20431,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.791648,52.61762
20432,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.0393,52.47186
20433,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.65859,52.60945
20434,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.067868,52.43565
20435,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.790353,52.54571
20436,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.65859,52.60945
20437,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.687419,52.56433
20438,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20439,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.154931,52.38988
20440,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.806416,52.61752
20441,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20442,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.097728,52.45335
20443,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20444,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.820681,52.59045
20445,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.154931,52.38988
20446,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.980024,52.45439
20447,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.820681,52.59045
20448,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.923995,52.58969
20449,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.846565,52.40148
20450,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.923995,52.58969
20451,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.65859,52.60945
20452,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.790353,52.54571
20453,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.891379,52.43711
20454,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.806416,52.61752
20455,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.127153,52.45308
20456,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.923995,52.58969
20457,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.861262,52.40137
20458,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.980024,52.45439
20459,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.127153,52.45308
20460,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.847082,52.42844
20461,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.154931,52.38988
20462,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.127153,52.45308
20463,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.127153,52.45308
20464,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.934172,52.37385
20465,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.127153,52.45308
20466,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.731075,52.52811
20467,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.790353,52.54571
20468,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.659401,52.66338
20469,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.127153,52.45308
20470,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.036346,52.34602
20471,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.687419,52.56433
20472,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.891379,52.43711
20473,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.846565,52.40148
20474,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.847082,52.42844
20475,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.067868,52.43565
20476,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.980024,52.45439
20477,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20478,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.036346,52.34602
20479,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.731075,52.52811
20480,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.891379,52.43711
20481,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.846565,52.40148
20482,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.036346,52.34602
20483,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.806416,52.61752
20484,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.934172,52.37385
20485,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.067868,52.43565
20486,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.036346,52.34602
20487,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.790353,52.54571
20488,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.847082,52.42844
20489,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.036346,52.34602
20490,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.687419,52.56433
20491,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.891379,52.43711
20492,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.923995,52.58969
20493,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.980024,52.45439
20494,85,67,34,4634,192,-3,195,35,132,145,27,880,95,58,16,273,185,191,248,-2.980024,52.45439
20495,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.154931,52.38988
20496,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.067868,52.43565
20497,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.731075,52.52811
20498,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.923995,52.58969
20499,84,68,34,4634,192,-5,197,34,50,145,26,789,81,54,13,233,169,183,209,-2.790353,52.54571
20500,88,69,34,4633,195,-3,198,38,54,148,29,691,67,44,12,193,141,175,170,-2.659536,52.67237
20501,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.0393,52.47186
20502,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.922674,52.52677
20503,86,69,34,4614,194,-4,198,36,52,146,28,739,73,49,12,212,156,179,190,-2.65859,52.60945
20504,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.097728,52.45335
20505,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.097728,52.45335
20506,79,66,34,4645,186,-8,194,30,127,140,22,1069,123,66,20,346,209,219,318,-3.154931,52.38988
20507,95,99,33,6806,250,-45,295,181,18,181,6,1238,139,60,23,372,201,372,220,12.92,46.24
20508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,37.6
20509,92,74,35,4640,205,-1,206,43,55,152,34,693,71,43,14,204,143,169,178,-1.864662,51.67082
20510,98,75,35,4883,215,2,213,71,61,161,37,578,56,35,12,165,120,147,140,0.446606,51.73784
20511,94,70,33,4827,207,0,207,43,58,156,33,629,62,41,12,177,135,162,156,0.05288,53.2705
20512,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.329978,53.48653
20513,98,65,33,4748,205,11,194,109,58,159,39,653,76,42,19,207,134,161,163,1.295534,51.13718
20514,97,76,35,4837,214,1,213,45,61,159,35,717,75,47,15,217,153,162,193,-1.152009,51.44427
20515,98,65,33,4748,205,11,194,109,58,159,39,653,76,42,19,207,134,161,163,1.269593,51.15189
20516,96,72,34,4853,209,1,208,104,59,159,35,545,54,32,14,156,109,145,127,0.704943,51.94477
20517,94,73,33,5017,213,-3,216,160,58,160,31,610,59,39,9,163,135,163,144,-0.536193,52.82304
20518,95,74,35,4652,207,0,207,45,59,154,35,714,75,46,16,218,149,163,191,-1.343762,51.41771
20519,95,71,35,4701,207,5,202,154,58,156,36,611,61,40,11,166,129,163,147,-0.372965,53.39034
20520,94,73,33,5017,213,-3,216,160,58,160,31,610,59,39,9,163,135,163,144,-0.624698,52.8322
20521,91,75,36,4647,208,3,205,44,110,153,35,804,90,50,19,257,165,169,235,-2.038684,51.15512
20522,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.231147,53.3517
20523,96,75,34,4975,215,-2,217,160,60,160,33,596,57,36,10,160,129,160,139,-0.554916,52.40737
20524,95,72,35,4739,209,5,204,155,59,156,36,593,60,38,11,162,126,161,140,-0.404285,53.2766
20525,90,75,36,4660,203,-5,208,41,54,150,32,677,68,41,14,195,139,171,170,-1.748759,51.94568
20526,97,74,34,4955,214,-2,216,161,41,161,34,570,55,34,10,154,125,154,130,-0.435484,52.529
20527,98,65,33,4748,205,11,194,109,58,159,39,653,76,42,19,207,134,161,163,1.269802,51.151
20528,97,73,33,4981,215,-1,216,162,62,162,34,577,57,36,10,155,127,155,133,-0.42139,52.68797
20529,95,74,36,4620,208,3,205,47,58,155,37,677,70,42,15,202,137,162,176,-1.975178,51.65177
20530,96,70,34,4726,207,4,203,46,59,157,36,648,65,43,12,184,138,166,162,-0.156499,53.52744
20531,97,74,34,4955,214,-2,216,161,41,161,34,570,55,34,10,154,125,154,130,-0.428535,52.61254
20532,97,74,34,4955,214,-2,216,161,41,161,34,570,55,34,10,154,125,154,130,-0.414972,52.5791
20533,95,74,35,4652,207,0,207,45,59,154,35,714,75,46,16,218,149,163,191,-1.351157,51.4215
20534,97,74,34,4955,214,-2,216,161,41,161,34,570,55,34,10,154,125,154,130,-0.394609,52.58303
20535,98,71,34,4868,210,2,208,106,61,161,37,546,54,32,14,158,110,144,126,0.928484,51.9718
20536,96,70,33,4874,207,-1,208,70,59,158,34,595,58,36,12,167,126,155,142,0.898294,52.38779
20537,96,70,34,4726,207,4,203,46,59,157,36,648,65,43,12,184,138,166,162,-0.152506,53.54985
20538,98,65,33,4748,205,11,194,109,58,159,39,653,76,42,19,207,134,161,163,1.274093,51.14534
20539,98,73,34,4836,213,3,210,105,61,161,37,557,55,33,13,159,113,145,132,0.590773,51.7664
20540,96,75,35,4818,210,0,210,158,61,158,35,545,52,32,12,150,111,150,124,0.208556,52.2124
20541,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.244327,53.41009
20542,97,74,34,4955,214,-2,216,161,41,161,34,570,55,34,10,154,125,154,130,-0.424259,52.64935
20543,98,65,33,4748,205,11,194,109,58,159,39,653,76,42,19,207,134,161,163,1.314277,51.12739
20544,98,66,33,4663,204,6,198,78,59,157,40,578,61,36,18,173,111,153,142,1.45603,52.10925
20545,94,70,33,4827,207,0,207,43,58,156,33,629,62,41,12,177,135,162,156,0.104488,53.28308
20546,93,75,36,4679,207,-1,208,69,57,153,34,630,62,36,14,180,127,160,153,-1.467999,51.85347
20547,98,71,36,4548,209,12,197,51,62,158,43,806,86,52,16,246,170,182,223,-2.500446,51.6269
20548,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.226134,51.62317
20549,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.900804,52.63781
20550,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.222884,51.62324
20551,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.209039,51.64694
20552,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.222884,51.62324
20553,98,71,36,4548,209,12,197,51,62,158,43,806,86,52,16,246,170,182,223,-2.500446,51.6269
20554,98,72,36,4502,208,13,195,52,62,157,43,736,77,49,14,219,154,172,198,-2.472496,51.76339
20555,102,77,37,4598,217,11,206,54,147,162,45,773,86,44,22,252,150,154,225,-1.575931,50.8496
20556,95,72,36,4559,207,9,198,48,59,156,40,784,83,51,15,237,166,180,215,-2.416428,51.63349
20557,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.209039,51.64694
20558,98,72,36,4502,208,13,195,52,62,157,43,736,77,49,14,219,154,172,198,-2.497388,51.73024
20559,98,72,36,4502,208,13,195,52,62,157,43,736,77,49,14,219,154,172,198,-2.497388,51.73024
20560,98,72,36,4502,208,13,195,52,62,157,43,736,77,49,14,219,154,172,198,-2.472496,51.76339
20561,98,71,36,4548,209,12,197,51,62,158,43,806,86,52,16,246,170,182,223,-2.500446,51.6269
20562,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.226134,51.62317
20563,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.312975,51.76522
20564,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.315954,51.76438
20565,98,72,36,4502,208,13,195,52,62,157,43,736,77,49,14,219,154,172,198,-2.33564,51.67166
20566,102,77,37,4598,217,11,206,54,147,162,45,773,86,44,22,252,150,154,225,-1.575931,50.8496
20567,102,77,37,4598,217,11,206,54,147,162,45,773,86,44,22,252,150,154,225,-1.575931,50.8496
20568,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.315385,51.6765
20569,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.23972,51.71218
20570,88,67,34,4540,192,0,192,63,53,147,31,773,80,50,15,230,160,181,202,-2.833422,52.67609
20571,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.226134,51.62317
20572,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.23972,51.71218
20573,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.222884,51.62324
20574,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.315954,51.76438
20575,80,67,34,4630,187,-8,195,31,127,141,22,921,100,61,16,285,194,202,257,-2.899905,52.63724
20576,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.242976,51.71204
20577,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.331874,51.72821
20578,88,67,34,4540,192,0,192,63,53,147,31,773,80,50,15,230,160,181,202,-2.833422,52.67609
20579,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.312975,51.76522
20580,88,67,34,4540,192,0,192,63,53,147,31,773,80,50,15,230,160,181,202,-2.833422,52.67609
20581,88,67,34,4540,192,0,192,63,53,147,31,773,80,50,15,230,160,181,202,-2.941695,52.67088
20582,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.208784,51.64794
20583,92,73,36,4593,205,5,200,45,55,152,36,778,83,52,15,235,166,179,213,-2.222884,51.62324
20584,98,72,36,4502,208,13,195,52,62,157,43,736,77,49,14,219,154,172,198,-2.495973,51.72933
